,Unnamed: 0,sampno,longitude,latitude,altitude,speed,smooth,acceleration1000,acceleration,angle,moyenT,difTempsSec,Id,Id1
4132,465621,7007991,2.216805,48.861038,286.899993896484,40.0999984741211,44.89999898274736,0.37252004241943054,-0.37252004241943054,193.8998560215274,4,5.0,5915,1029
4133,465622,7007991,2.2166,48.860286,285.899993896484,35.7999992370605,40.89999898274736,0.2390799575805697,-0.2390799575805697,193.9150895112814,4,5.0,5915,1029
4134,465623,7007991,2.21644,48.859575,291.600006103516,34.0999984741211,36.6666653951009,0.09452004241943043,-0.09452004241943043,193.92969960094086,4,5.0,5915,1029
4135,465624,7007991,2.2163630000000003,48.858893,293.70001220703097,33.2999992370605,34.39999898274736,0.04447995758056926,-0.04447995758056926,193.9443635380423,4,5.0,5915,1029
4136,465625,7007991,2.216381,48.858195,296.29998779296903,29.5,32.29999923706053,0.21127995758056387,-0.21127995758056387,193.95998013530857,4,5.0,5915,1029
4137,465626,7007991,2.216385,48.857634,301.70001220703097,24.0,28.933333079020162,0.3058,-0.3058,193.9811600475264,4,5.0,5915,1029
4138,465997,7007991,1.942024,48.75663400000001,674.5999755859381,3.20000004768372,3.2999999523162864,0.005560007953643953,0.005560007953643953,188.87659230137038,1,5.0,5917,1030
4139,465998,7007991,1.94192,48.756657,673.0999755859381,3.4000000953674303,3.2333333492279066,0.011120002651214312,0.011120002651214312,188.87797552109527,1,5.0,5917,1030
4140,466000,7007991,1.941639,48.756422,669.299987792969,10.3999996185303,5.599999904632576,0.4114399787902848,0.4114399787902848,188.86740185084832,1,5.0,5919,1031
4141,466001,7007991,1.941801,48.756231,670.200012207031,7.599999904632571,6.999999841054291,0.15567998409271375,-0.15567998409271375,188.8634738019581,1,5.0,5919,1031
4142,466002,7007991,1.941912,48.756145,669.200012207031,3.29999995231628,7.099999825159718,0.11953999867439292,-0.11953999867439292,188.8781099991941,1,10.0,5919,1031
4143,467004,7007991,1.929329,48.763177,683.9000244140631,3.4000000953674303,9.53333330154419,0.728359994697571,-0.728359994697571,188.33903861375092,2,5.0,5927,1032
4144,467460,7007991,1.929228,48.763116,670.5999755859381,2.09999990463257,8.666666507720956,0.01580210554223311,-0.01580210554223311,188.3280376305254,2,95.0,5931,1033
4145,467566,7007991,1.929311,48.763181,680.5,4.5,10.5666666030884,0.5782399787902847,-0.5782399787902847,188.3398465117075,2,5.0,5934,1034
4146,468188,7007991,2.37112,48.839396,270.5,3.20000004768372,4.09999998410543,0.08061999602317807,-0.08061999602317807,198.9563176666013,1,10.0,5936,1035
4147,469889,7005946,2.04183,48.802813,647.5999755859381,2.29999995231628,2.7333332697550428,0.003804210386778196,-0.003804210386778196,190.45770966924684,2,95.0,5944,1036
4148,470925,7005946,2.041248,48.802848,714.2000122070309,3.20000004768372,3.4666666984558128,0.01667999734878518,-0.01667999734878518,190.4348121721132,2,5.0,5954,1037
4149,470926,7005946,2.041385,48.802809,710.7000122070309,2.5,3.06666668256124,0.038920002651214834,-0.038920002651214834,190.43771505957773,2,5.0,5954,1037
4150,470927,7005946,2.041491,48.802777,709.400024414063,3.20000004768372,2.9666666984558128,0.038920002651214834,0.038920002651214834,190.44288285802259,2,5.0,5954,1037
4151,470928,7005946,2.041667,48.802727,705.0,2.2000000476837203,2.63333336512248,0.02779999999999999,-0.02779999999999999,190.44645315471416,2,10.0,5954,1037
4152,470929,7005946,2.041763,48.802708,702.2999877929691,2.2000000476837203,2.5333333810170533,0.0,0.0,190.4535406890276,2,5.0,5954,1037
4153,471789,7005946,2.041659,48.802729,673.299987792969,3.20000004768372,3.03333330154419,0.022240005302429644,0.022240005302429644,190.44956018829257,2,5.0,5961,1038
4154,472666,7005946,2.041827,48.802774,695.7000122070309,2.4000000953674303,5.466666618982936,0.0018533326705296707,-0.0018533326705296707,190.45745555874817,2,60.0,5970,1039
4155,472667,7005946,2.041835,48.802798,694.599975585938,2.4000000953674303,2.533333381017046,0.0,0.0,190.4577283326041,2,5.0,5970,1039
4156,473579,7005946,2.041783,48.802804,666.0999755859381,2.70000004768372,2.7000000476837167,0.002779999558130949,0.002779999558130949,190.455372641331,2,30.0,5979,1040
4157,473580,7005946,2.041692,48.802732,694.099975585938,2.4000000953674303,2.5000000794728603,1.7624680207930785e-06,-1.7624680207930785e-06,190.45366425614756,2,47320.0,5980,1041
4158,475049,8396541,2.273412,48.93593,270.5,33.5999984741211,36.83333206176757,0.28912004241943057,-0.28912004241943057,193.6213590212536,1,5.0,5988,1042
4159,475050,8396541,2.272527,48.935729,273.100006103516,24.899999618530305,32.433332443237305,0.4837199363708482,-0.4837199363708482,193.5969845928305,1,5.0,5988,1042
4160,475051,8396541,2.27226,48.93554,274.79998779296903,5.1999998092651385,21.233332633972186,1.0953199893951435,-1.0953199893951435,193.5762316425824,1,5.0,5988,1042
4161,475052,8396541,2.272269,48.935451,269.5,10.1999998092651,13.43333307902018,0.13899999999999896,0.13899999999999896,193.5733668919229,1,10.0,5988,1042
4162,475053,8396541,2.272431,48.935133,267.600006103516,22.100000381469695,12.499999999999973,0.6616400318145755,0.6616400318145755,193.5758642258229,1,5.0,5988,1042
4163,475054,8396541,2.272496,48.934774,272.899993896484,13.6000003814697,15.300000190734833,0.4725999999999998,-0.4725999999999998,193.58891481535838,1,5.0,5988,1042
4164,475055,8396541,2.272054,48.934827,273.20001220703097,19.5,18.400000254313127,0.3280399787902847,0.3280399787902847,193.60043214151986,1,5.0,5988,1042
4165,475056,8396541,2.271573,48.935088,277.70001220703097,19.7999992370605,17.633333206176733,0.016679957580563887,0.016679957580563887,193.586136256596,1,5.0,5988,1042
4166,475076,8396541,2.271969,48.93584,247.100006103516,3.20000004768372,2.63333328564962,0.06116000795364394,0.06116000795364394,193.557445500494,1,5.0,5991,1043
4167,475078,8396541,2.271658,48.935593,251.800003051758,3.5999999046325697,3.1333332856496203,0.02780000000000001,0.02780000000000001,193.55328667005688,1,10.0,5993,1044
4168,475081,8396541,2.271411,48.935296,233.600006103516,3.0999999046325697,2.6333332856496168,0.03335999469757086,0.03335999469757086,193.55562476362863,1,5.0,5995,1045
4169,475387,8396541,2.108444,49.00195,348.899993896484,2.09999990463257,5.933333237965912,0.007735652865534236,-0.007735652865534236,186.9216071312589,2,115.0,5997,1046
