,sampno,longitude,latitude,altitude,speed,smooth,acceleration1000,acceleration,angle,moyenT,difTempsSec,StoopMoove,StopMoove1,Id
143569,8569940,2.326911,48.883608,293.5,10.3000001907349,5.766666809717827,0.07506000132560761,0.07506000132560761,196.53107872712658,3,30.0,1,1,1931
143570,8569940,2.326467,48.883516,293.79998779296903,19.0,10.500000079472873,0.4837199893951395,0.4837199893951395,196.52574466681256,3,5.0,1,1,1931
143571,8569940,2.325884,48.883404,292.79998779296903,19.1000003814697,16.1333335240682,0.005560021209715415,0.005560021209715415,196.51489536962208,3,5.0,1,1,1931
143572,8569940,2.32539,48.883327,287.899993896484,11.6000003814697,16.5666669209798,0.4170000000000001,-0.4170000000000001,196.50145578441743,3,5.0,1,1,1931
143573,8569940,2.324934,48.883218,284.399993896484,17.2000007629395,15.966667175292967,0.311360021209721,0.311360021209721,196.4885605891567,3,5.0,1,1,1931
143574,8569940,2.32455,48.883158,286.5,5.5,11.433333714803064,0.6505200424194364,-0.6505200424194364,196.4789711824203,3,5.0,1,1,1931
143660,8569940,2.324017,48.878974,214.0,3.0999999046325697,3.0666666030883802,0.027800000000000026,-0.027800000000000026,196.56831821691398,3,5.0,0,0,1934
143661,8569940,2.323925,48.879001,214.899993896484,3.20000004768372,3.2999999523162864,0.005560007953643953,0.005560007953643953,196.56468915421647,3,5.0,0,0,1934
143662,8569940,2.323791,48.878981,209.899993896484,3.5,3.2666666507720965,0.01667999734878518,0.01667999734878518,196.56045885852654,3,5.0,0,0,1934
143663,8569940,2.323701,48.878937,205.0,3.5999999046325697,3.4333333174387635,0.00555999469757089,0.00555999469757089,196.55665312759857,3,5.0,0,0,1934
143664,8569940,2.323597,48.878903,203.5,3.70000004768372,3.599999984105429,0.005560007953643932,0.005560007953643932,196.55536874676318,3,5.0,0,0,1934
143665,8569940,2.32349,48.878873,199.800003051758,3.5999999046325697,3.6333332856496203,0.005560007953643932,-0.005560007953643932,196.55330765000397,3,5.0,0,0,1934
143666,8569940,2.3233900000000003,48.878849,197.100006103516,3.5,3.599999984105429,0.00555999469757089,-0.00555999469757089,196.55109108659485,3,5.0,1,1,1934
143729,8569940,2.343887,48.882996,355.700012207031,5.400000095367429,7.9666665395101015,0.038919989395141866,-0.038919989395141866,197.03191020496934,3,5.0,0,1,1938
143730,8569940,2.344093,48.88307,355.5,3.70000004768372,5.066666682561238,0.09452000265121424,-0.09452000265121424,197.0382705438569,3,5.0,0,0,1938
143774,8569940,2.328806,48.883961,539.9000244140619,6.699999809265139,3.7333332697550463,0.012787999734878543,0.012787999734878543,196.57464953562453,3,100.0,0,1,1941
143775,8569940,2.3285720000000003,48.883783,539.4000244140619,13.1000003814697,7.300000031789136,0.35584003181457363,0.35584003181457363,196.57018495431686,3,5.0,0,1,1941
143776,8569940,2.328267,48.883667,539.0999755859381,6.699999809265139,8.833333333333325,0.35584003181457363,-0.35584003181457363,196.5690709485401,3,5.0,0,1,1941
143777,8569940,2.327975,48.883597,538.5999755859381,9.80000019073486,9.866666793823233,0.1723600212097165,0.1723600212097165,196.56400756127425,3,5.0,0,1,1941
143778,8569940,2.327734,48.883509,538.0,9.0,8.5,0.04448001060485822,-0.04448001060485822,196.5570357787393,3,5.0,0,1,1941
143779,8569940,2.327352,48.883422,537.200012207031,11.6000003814697,10.133333524068185,0.14456002120971528,0.14456002120971528,196.55233920718888,3,5.0,0,1,1941
143780,8569940,2.327131,48.883331,536.0999755859381,5.3000001907348615,8.633333524068188,0.35028001060485703,-0.35028001060485703,196.54343222028962,3,5.0,0,1,1941
143800,8569940,2.323284,48.879198,495.100006103516,12.0,8.366666634877522,0.2279599946975709,0.2279599946975709,196.53537286908542,3,5.0,0,1,1943
143801,8569940,2.3231,48.878976,486.100006103516,9.80000019073486,9.900000095367428,0.1223199893951418,-0.1223199893951418,196.53304122334202,3,5.0,0,1,1943
143803,8569940,2.323053,48.87879,456.799987792969,5.09999990463257,5.833333333333332,0.06950000000000002,0.06950000000000002,196.53816784546325,3,10.0,1,1,1945
143909,8569940,2.343173,48.88280200000001,563.9000244140619,7.800000190734861,10.00000031789142,0.12788001060485713,-0.12788001060485713,197.01230216848882,3,5.0,0,1,1949
144001,8569940,2.344187,48.882987,357.0,3.9000000953674303,3.7333333492279066,0.016680010604858218,0.016680010604858218,197.05066902039718,3,5.0,0,0,1958
144004,8569940,2.343778,48.88294000000001,362.899993896484,5.599999904632571,3.699999968210857,0.16123999204635614,0.16123999204635614,197.03836275596652,3,5.0,0,1,1960
144005,8569940,2.343494,48.882933,360.5,8.5,5.5999999841054295,0.16124000530242913,0.16124000530242913,197.03505924645012,3,5.0,0,1,1960
144006,8569940,2.343249,48.882884,357.100006103516,6.900000095367429,7.0,0.08895999469757099,-0.08895999469757099,197.02620634058758,3,5.0,0,1,1960
144007,8569940,2.342968,48.882866,352.399993896484,10.1000003814697,8.50000015894571,0.1779200159072863,0.1779200159072863,197.0209320699357,3,5.0,0,1,1960
144045,8569940,2.32849,48.883522,337.100006103516,5.900000095367429,4.666666666666666,0.06672001590728738,0.06672001590728738,196.57529338793663,3,5.0,0,1,1962
144046,8569940,2.328167,48.883494,302.600006103516,10.5,7.0333333015441895,0.25575999469757105,0.25575999469757105,196.57498759791747,3,5.0,0,1,1962
144135,8569940,2.323477,48.878926,296.0,3.20000004768372,3.2666667302449572,0.0,0.0,196.55404073823982,3,5.0,1,1,1965
144136,8569940,2.323363,48.878911,297.399993896484,3.4000000953674303,3.2666667302449572,0.011120002651214312,0.011120002651214312,196.54949074180752,3,5.0,0,0,1965
144137,8569940,2.323271,48.878849,293.5,3.4000000953674303,3.3333334128061933,0.0,0.0,196.54571980176502,3,5.0,1,1,1965
144150,8569940,2.325076,48.881142,287.5,14.8000001907349,13.0,0.06116002120972101,0.06116002120972101,196.54318722726933,3,5.0,0,1,1968
144151,8569940,2.325333,48.881427,287.29998779296903,16.2000007629395,14.900000254313163,0.07784003181457562,0.07784003181457562,196.54329569034417,3,5.0,0,1,1968
144152,8569940,2.325584,48.881732,287.20001220703097,13.1999998092651,14.7333335876465,0.16680005302429662,-0.16680005302429662,196.54364930011846,3,5.0,1,1,1968
144153,8569940,2.325809,48.882051,287.20001220703097,15.6999998092651,15.0333334604899,0.13899999999999996,0.13899999999999996,196.54319900846698,3,5.0,0,1,1968
144154,8569940,2.326228,48.882466,297.29998779296903,17.2000007629395,15.366666793823233,0.08340005302429672,0.08340005302429672,196.54302770251343,3,5.0,1,1,1968
144155,8569940,2.326473,48.88271,302.29998779296903,10.5,14.466666857401533,0.37252004241943626,-0.37252004241943626,196.5414221381343,3,5.0,0,1,1968
144201,8569940,2.343423,48.882527,507.5,3.79999995231628,12.533333698908491,0.5726800238609302,-0.5726800238609302,197.0208029275584,3,5.0,1,1,1970
144241,8569940,2.329235,48.884385,451.399993896484,8.5,5.99999992052714,0.08710666755040496,0.08710666755040496,196.5792739689066,3,15.0,0,1,1972
144242,8569940,2.329132,48.884259,454.200012207031,5.1999998092651385,5.833333253860473,0.1834800106048584,-0.1834800106048584,196.572499396194,3,5.0,0,1,1972
144270,8569940,2.323794,48.87963,287.5,7.599999904632571,5.9666666984558105,0.01111998939514196,0.01111998939514196,196.53987433157727,3,5.0,0,1,1974
144271,8569940,2.323637,48.879461,289.100006103516,4.59999990463257,6.5333333015441895,0.16680000000000011,-0.16680000000000011,196.537543565584,3,5.0,0,1,1974
144272,8569940,2.323557,48.879343,293.600006103516,7.300000190734861,6.500000000000001,0.15012001590728738,0.15012001590728738,196.53830795572708,3,5.0,0,1,1974
144273,8569940,2.323428,48.87923,282.70001220703097,9.89999961853027,7.266666571299233,0.14455996818542474,0.14455996818542474,196.53915387312736,3,5.0,0,1,1974
144274,8569940,2.323277,48.87905900000001,280.399993896484,9.19999980926514,8.799999872843422,0.038919989395141213,-0.038919989395141213,196.5373100787826,3,5.0,0,1,1974
144275,8569940,2.3231080000000004,48.878958,275.5,9.80000019073486,9.633333206176756,0.033360021209716435,0.033360021209716435,196.5386502599623,3,5.0,1,1,1974
144276,8569940,2.323048,48.87878,272.100006103516,10.0,9.666666666666666,0.01111998939514178,0.01111998939514178,196.53498453945167,3,5.0,0,1,1974
144277,8569940,2.322918,48.87861,260.100006103516,9.19999980926514,9.666666666666666,0.04448001060485822,-0.04448001060485822,196.53803110510296,3,5.0,0,1,1974
144376,8569940,2.339966,48.882179,350.600006103516,11.1999998092651,9.133333365122462,0.032247995758056265,0.032247995758056265,196.93537692473046,3,25.0,0,1,1978
144377,8569940,2.340404,48.882236,355.0,11.8999996185303,10.466666539510086,0.03891998939514511,0.03891998939514511,196.9452180127461,3,5.0,0,1,1978
144378,8569940,2.340877,48.882293,358.799987792969,14.8000001907349,12.633333206176767,0.16124003181457586,0.16124003181457586,196.9564687163096,3,5.0,1,1,1978
144379,8569940,2.341384,48.882378,366.700012207031,14.5,13.733333269755066,0.016680010604860483,-0.016680010604860483,196.96925421664173,3,5.0,1,1,1978
144380,8569940,2.341941,48.882445,372.600006103516,15.6000003814697,14.966666857401533,0.06116002120971532,0.06116002120971532,196.98145021106862,3,5.0,1,1,1978
144381,8569940,2.342442,48.8825,380.899993896484,15.6000003814697,15.233333587646465,0.0,0.0,196.99567968023305,3,5.0,0,1,1978
144382,8569940,2.342952,48.882554,393.299987792969,11.3000001907349,14.1666669845581,0.2390800106048549,-0.2390800106048549,197.00879682678269,3,5.0,1,1,1978
144383,8569940,2.343254,48.882554,400.299987792969,6.0,10.966666857401533,0.2946800106048605,-0.2946800106048605,197.0212175938821,3,5.0,1,1,1978
144457,8569940,2.3438060000000003,48.882727,569.5999755859381,3.4000000953674303,2.9666666984558097,0.024093336868286082,0.024093336868286082,197.03927420446823,3,15.0,0,0,1983
144459,8569940,2.343878,48.882855,551.200012207031,3.5,3.2000000476837163,0.014826665782928397,0.014826665782928397,197.04049029804764,3,15.0,0,0,1985
144460,8569940,2.343839,48.882887,547.9000244140619,3.5999999046325697,3.2666666507720965,0.00555999469757089,0.00555999469757089,197.04090187554925,3,5.0,0,0,1985
144498,8569940,2.329715,48.884638,395.100006103516,5.09999990463257,4.200000047683717,0.16123999204635606,0.16123999204635606,196.58887522535747,3,5.0,0,1,1987
144499,8569940,2.329639,48.884575,398.0,3.5999999046325697,3.6333332856496203,0.0834,-0.0834,196.58092860149213,3,5.0,0,0,1987
144500,8569940,2.329481,48.884406,367.700012207031,10.5,6.399999936421713,0.0959100013256073,0.0959100013256073,196.5785741954021,3,20.0,0,1,1987
144501,8569940,2.329369,48.884214,357.600006103516,8.0,7.366666634877522,0.13900000000000007,-0.13900000000000007,196.57798974149622,3,5.0,0,1,1987
144521,8569940,2.327214,48.881417,382.0,9.69999980926514,10.833333333333346,0.061160021209718626,-0.061160021209718626,196.5811772388264,3,5.0,1,1,1989
144522,8569940,2.32733,48.881034,386.700012207031,17.6000003814697,12.70000012715658,0.4392400318145736,0.4392400318145736,196.5865326857645,3,5.0,1,1,1989
144523,8569940,2.327334,48.880805,391.5,8.199999809265138,11.833333333333329,0.5226400318145737,-0.5226400318145737,196.60260363009616,3,5.0,1,1,1989
144524,8569940,2.327384,48.880647,390.100006103516,4.30000019073486,10.0333334604899,0.2168399787902835,-0.2168399787902835,196.60995226784303,3,5.0,1,1,1989
144526,8569940,2.327121,48.880351,400.299987792969,3.70000004768372,3.46666677792867,0.0722799973487857,0.0722799973487857,196.61503507891572,3,5.0,1,1,1991
144527,8569940,2.327181,48.880215,399.299987792969,10.1999998092651,5.433333317438749,0.3613999867439248,0.3613999867439248,196.615992774236,3,5.0,1,1,1991
144528,8569940,2.327123,48.880089,402.100006103516,3.79999995231628,5.8999999364217,0.3558399920463544,-0.3558399920463544,196.62146254675446,3,5.0,1,1,1991
144599,8569940,2.3243970000000003,48.880277,267.79998779296903,4.19999980926514,6.366666475931813,0.03150666313171393,0.03150666313171393,196.54106389967308,3,15.0,0,1,1995
144600,8569940,2.324551,48.880467,270.100006103516,4.8000001907348615,3.833333333333334,0.033360021209716526,0.033360021209716526,196.54454628177712,3,5.0,0,1,1995
144601,8569940,2.324926,48.880744,286.29998779296903,15.1999998092651,8.066666603088366,0.06424888653225347,0.06424888653225347,196.5455775452665,3,45.0,0,1,1995
144602,8569940,2.325083,48.881067,282.399993896484,17.7999992370605,12.59999974568682,0.14455996818542438,0.14455996818542438,196.55002979547592,3,5.0,0,1,1995
144603,8569940,2.325365,48.881376,283.29998779296903,18.5,17.166666348775202,0.03892004241943621,0.03892004241943621,196.54588301244684,3,5.0,0,1,1995
144667,8569940,2.343426,48.882808,443.600006103516,6.599999904632571,9.966666698455805,0.01482666578292846,-0.01482666578292846,197.0238442714574,3,30.0,0,1,1997
144668,8569940,2.343673,48.88282,446.899993896484,3.20000004768372,5.999999920527142,0.18903999204635613,-0.18903999204635613,197.0286115048744,3,5.0,0,0,1997
144718,8569940,2.329626,48.884513,298.70001220703097,11.6999998092651,13.599999745686832,0.0945199893951452,-0.0945199893951452,196.59740580581612,3,5.0,0,1,2000
144719,8569940,2.3294,48.884538,298.899993896484,4.099999904632569,9.733333110809324,0.4225599946975687,-0.4225599946975687,196.5830778544067,3,5.0,1,1,2000
144720,8569940,2.329253,48.884524,301.5,7.699999809265139,7.833333174387603,0.2001599946975709,0.2001599946975709,196.5751967709332,3,5.0,0,1,2000
144721,8569940,2.329082,48.884459,294.100006103516,8.60000038146973,6.800000031789146,0.05004003181457524,0.05004003181457524,196.57042940460042,3,5.0,0,1,2000
144722,8569940,2.328902,48.884393,291.0,5.599999904632571,7.300000031789148,0.08340001325607302,-0.08340001325607302,196.5671333847752,3,10.0,0,1,2000
144743,8569940,2.323946,48.879791,306.0,17.7999992370605,16.099999427795368,0.2001599681854243,0.2001599681854243,196.53309686069963,3,5.0,0,1,2002
144744,8569940,2.3238060000000003,48.879544,307.29998779296903,9.0,13.666666348775196,0.4892799575805639,-0.4892799575805639,196.53636188314223,3,5.0,0,1,2002
144745,8569940,2.32366,48.879421,312.100006103516,3.4000000953674303,10.066666444142642,0.3113599946975709,-0.3113599946975709,196.5409618394874,3,5.0,1,1,2002
144746,8569940,2.323666,48.879421,294.0,5.1999998092651385,5.8666666348775225,0.025019996023178143,0.025019996023178143,196.54213914473328,3,20.0,1,1,2002
144747,8569940,2.323519,48.879247,285.70001220703097,15.6000003814697,8.066666762034089,0.5782400318145737,0.5782400318145737,196.53918703385543,3,5.0,0,1,2002
144748,8569940,2.323248,48.879042,276.5,13.8000001907349,11.533333460489914,0.10008001060485494,-0.10008001060485494,196.53889611417233,3,5.0,0,1,2002
144749,8569940,2.323106,48.878772,269.5,14.6999998092651,14.700000127156565,0.05003997879027917,0.05003997879027917,196.5351931573836,3,5.0,0,1,2002
144750,8569940,2.322969,48.878575,263.79998779296903,8.10000038146973,12.200000127156574,0.36695996818542265,-0.36695996818542265,196.53943385801702,3,5.0,0,1,2002
144804,8569940,2.32777,48.883459,326.0,4.19999980926514,3.1999999682108595,0.08339998674392697,0.08339998674392697,196.55642619666844,3,5.0,0,1,2005
144837,8569940,2.340726,48.882107,385.600006103516,15.1000003814697,11.133333524068199,0.0722800106048549,0.0722800106048549,196.95776219411445,3,5.0,1,1,2007
144838,8569940,2.341217,48.882168,397.100006103516,18.0,15.633333524068199,0.16123997879028468,0.16123997879028468,196.9692672279492,3,5.0,1,1,2007
144839,8569940,2.341832,48.882251,408.399993896484,21.0,18.0333334604899,0.16680000000000011,0.16680000000000011,196.98236245946987,3,5.0,1,1,2007
144840,8569940,2.342461,48.882359,420.200012207031,20.7999992370605,19.93333307902017,0.011120042419436338,-0.011120042419436338,196.99854700326895,3,5.0,1,1,2007
144841,8569940,2.34309,48.882548,434.600006103516,19.7000007629395,20.5,0.061159915161127634,-0.061159915161127634,197.01552647041126,3,5.0,0,1,2007
144842,8569940,2.343583,48.882723,440.0,11.1999998092651,17.23333326975503,0.4726000530242966,-0.4726000530242966,197.0286339545156,3,5.0,0,1,2007
144935,8569940,2.295335,48.875343,340.0,3.4000000953674303,3.599999984105427,0.01111998939514176,-0.01111998939514176,195.82299129234343,3,5.0,1,1,2011
144936,8569940,2.295437,48.875324,341.100006103516,3.70000004768372,3.56666668256124,0.01667999734878569,0.01667999734878569,195.82569477011987,3,5.0,1,1,2011
144937,8569940,2.295538,48.875297,342.5,3.79999995231628,3.6333333651224766,0.0055599946975703595,0.0055599946975703595,195.8290231310632,3,5.0,1,1,2011
144938,8569940,2.29564,48.87528,342.399993896484,3.5,3.6666666666666665,0.01667999734878518,-0.01667999734878518,195.83283535910846,3,5.0,1,1,2011
145022,8569940,2.315369,48.888282,263.29998779296903,7.699999809265139,9.066666762034089,0.016679997348785447,0.016679997348785447,196.07123286721844,3,30.0,1,1,2014
145023,8569940,2.315637,48.888504,260.100006103516,11.8999996185303,8.499999841054287,0.23351998939514296,0.23351998939514296,196.07263273296417,3,5.0,1,1,2014
145024,8569940,2.315831,48.88867,250.800003051758,7.5,9.03333314259848,0.24463997879028476,-0.24463997879028476,196.07382191352397,3,5.0,1,1,2014
145025,8569940,2.316071,48.888842,225.5,3.5999999046325697,7.666666507720955,0.04336800106048581,-0.04336800106048581,196.0752144984504,3,25.0,1,1,2014
145026,8569940,2.316184,48.889032,223.399993896484,11.6999998092651,7.599999904632557,0.4503599946975687,0.4503599946975687,196.077961656432,3,5.0,1,1,2014
145027,8569940,2.31632,48.889226,219.300003051758,6.699999809265139,7.333333174387603,0.2779999999999978,-0.2779999999999978,196.0763379395903,3,5.0,1,1,2014
145028,8569940,2.316459,48.889405,214.800003051758,7.699999809265139,8.699999809265126,0.0556,0.0556,196.07500973055446,3,5.0,1,1,2014
145029,8569940,2.316623,48.889579,209.899993896484,9.60000038146973,8.000000000000004,0.10564003181457524,0.10564003181457524,196.0743048024261,3,5.0,1,1,2014
145181,8569940,2.300027,48.879495,392.5,11.8000001907349,6.500000000000013,0.1070300039768224,0.1070300039768224,195.85422396322716,3,20.0,1,1,2018
145182,8569940,2.299855,48.879219,391.399993896484,17.3999996185303,11.09999990463259,0.3113599681854241,0.3113599681854241,195.84885894049333,3,5.0,1,1,2018
145183,8569940,2.299514,48.878786,389.600006103516,21.5,16.899999936421732,0.22796002120971545,0.22796002120971545,195.8485627308979,3,5.0,1,1,2018
145184,8569940,2.299155,48.87841,386.799987792969,19.1000003814697,19.33333333333333,0.13343997879028466,-0.13343997879028466,195.85089793140807,3,5.0,1,1,2018
145185,8569940,2.298855,48.878167,383.399993896484,6.099999904632571,15.566666762034089,0.7228000265121445,-0.7228000265121445,195.8524666507692,3,5.0,1,1,2018
145186,8569940,2.298684,48.878172,381.200012207031,4.6999998092651385,9.966666698455805,0.07784000530242925,-0.07784000530242925,195.85414138814517,3,5.0,1,1,2018
145187,8569940,2.298353,48.878147,380.899993896484,4.5,5.099999904632568,0.011119989395141694,-0.011119989395141694,195.84855502942344,3,5.0,1,1,2018
146171,8392277,2.16407,48.885591,265.100006103516,3.29999995231628,3.633333285649616,0.05003999204635605,0.05003999204635605,191.73726315503552,1,5.0,0,0,2026
146290,8392277,2.164253,48.88564,221.399993896484,8.10000038146973,4.2666668097178135,0.3224800238609319,0.3224800238609319,191.73436635011186,1,5.0,0,1,2029
146291,8392277,2.164546,48.885669,218.899993896484,10.1000003814697,6.833333571751903,0.11119999999999833,0.11119999999999833,191.73853304770432,1,5.0,1,1,2029
146292,8392277,2.164877,48.885701,216.300003051758,10.1999998092651,9.46666685740151,0.005559968185424235,0.005559968185424235,191.74629743395266,1,5.0,1,1,2029
146293,8392277,2.165198,48.885731,212.5,9.39999961853027,9.899999936421688,0.04448001060485653,-0.04448001060485653,191.75507448808003,1,5.0,1,1,2029
146294,8392277,2.165547,48.885815,209.0,11.3999996185303,10.333333015441891,0.1112000000000017,0.1112000000000017,191.76377080627083,1,5.0,1,1,2029
146295,8392277,2.165979,48.885873,204.0,13.5,11.43333307902019,0.11676002120971525,0.11676002120971525,191.7716053444017,1,5.0,1,1,2029
147933,8392277,2.235422,48.88908,341.0,7.199999809265139,5.533333222071333,0.08340000000000006,0.08340000000000006,193.718743695473,1,5.0,1,1,2037
147934,8392277,2.235579,48.889162,342.600006103516,5.09999990463257,5.999999841054282,0.1167599946975709,-0.1167599946975709,193.72069259038915,1,5.0,1,1,2037
150165,6029401,2.293508,48.843508,357.0,3.5,10.033333142598467,0.3252599946975698,-0.3252599946975698,196.60536806235984,1,10.0,1,1,2051
150166,6029401,2.293878,48.843438,346.600006103516,16.6000003814697,11.766666730244932,0.7283600212097155,0.7283600212097155,196.61236270613782,1,5.0,1,1,2051
150713,6029401,2.3744560000000003,48.87945,283.399993896484,10.6000003814697,7.633333524068186,0.056526670201619215,0.056526670201619215,198.03325858266052,1,30.0,1,1,2059
150714,6029401,2.374433,48.879718,281.70001220703097,13.3999996185303,9.5,0.15567995758056946,0.15567995758056946,198.0233477209183,1,5.0,1,1,2059
150715,6029401,2.374247,48.880012,282.100006103516,13.3000001907349,12.433333396911634,0.005559968185424235,-0.005559968185424235,198.01628917718492,1,5.0,1,1,2059
150716,6029401,2.374174,48.880291,280.70001220703097,9.30000019073486,12.00000000000002,0.22240000000000232,-0.22240000000000232,198.0029062943284,1,5.0,1,1,2059
150717,6029401,2.374127,48.880392,275.20001220703097,4.6999998092651385,9.1000000635783,0.2557600212097165,-0.2557600212097165,197.98961954667664,1,5.0,1,1,2059
150718,6029401,2.374073,48.88053,268.600006103516,6.599999904632571,6.8666666348775225,0.10564000530242926,0.10564000530242926,197.98644771551847,1,5.0,1,1,2059
150719,6029401,2.373871,48.880691,258.899993896484,8.5,6.599999904632571,0.10564000530242912,0.10564000530242912,197.9818021199657,1,5.0,1,1,2059
150720,6029401,2.373746,48.880809,255.300003051758,5.0,6.699999968210857,0.19460000000000005,-0.19460000000000005,197.97081349918116,1,5.0,1,1,2059
151147,6029401,2.322981,48.897693,338.20001220703097,4.19999980926514,3.1333332061767596,0.06115999469757093,0.06115999469757093,196.04238320415027,3,5.0,1,1,2070
151148,6029401,2.322989,48.897603,336.899993896484,3.9000000953674303,3.733333269755047,0.016679984092712673,-0.016679984092712673,196.04469660886392,3,5.0,1,1,2070
151149,6029401,2.323057,48.897544,333.29998779296903,3.9000000953674303,4.0,0.0,0.0,196.0476569970765,3,5.0,1,1,2070
151151,6029401,2.323273,48.897508,337.399993896484,3.9000000953674303,3.6000000635782863,0.05004000530242912,0.05004000530242912,196.05596979108194,3,5.0,1,1,2072
151217,6029401,2.357106,48.898476,471.299987792969,17.3999996185303,17.86666679382323,0.03892004241943088,-0.03892004241943088,197.00265818527802,3,5.0,1,1,2075
151218,6029401,2.357538,48.898495,455.899993896484,7.099999904632571,14.199999968210854,0.5726799840927137,-0.5726799840927137,197.02068437245717,3,5.0,1,1,2075
151219,6029401,2.357643,48.898496,443.700012207031,4.59999990463257,9.699999809265146,0.06950000000000002,-0.06950000000000002,197.03251767937516,3,10.0,1,1,2075
151220,6029401,2.357707,48.898441,407.0,4.40000009536743,5.366666634877523,0.01111998939514178,-0.01111998939514178,197.03471325851982,3,5.0,1,1,2075
151221,6029401,2.357799,48.898389,387.0,4.5,4.5,0.00555999469757089,0.00555999469757089,197.03804364681298,3,5.0,1,1,2075
151222,6029401,2.35792,48.898361,377.799987792969,4.19999980926514,4.366666634877523,0.016680010604858218,-0.016680010604858218,197.0424285240347,3,5.0,1,1,2075
151223,6029401,2.358032,48.898356,370.799987792969,4.19999980926514,4.2999998728434266,0.0,0.0,197.04702453486308,3,5.0,1,1,2075
152657,8601690,2.357269,48.83117,376.399993896484,3.29999995231628,2.7666666507720934,0.03892000265121432,0.03892000265121432,198.78376330695164,3,5.0,0,0,2091
152849,8601690,2.325327,48.875388,131.300003051758,3.0999999046325697,2.63333328564962,0.00794285714285714,0.00794285714285714,196.71363523567382,3,35.0,1,1,2094
155514,8601690,-1.045259,49.179511,345.700012207031,14.6000003814697,18.300000508626297,0.2001600212097209,-0.2001600212097209,90.19451350578056,1,5.0,1,1,2109
155515,8601690,-1.045067,49.179687,348.0,10.8000001907349,14.533333778381364,0.21128001060485485,-0.21128001060485485,90.49384466532831,1,5.0,1,1,2109
155516,8601690,-1.044778,49.18,344.399993896484,20.5,15.300000190734865,0.5393199893951397,0.5393199893951397,90.072952420457,1,5.0,1,1,2109
155517,8601690,-1.044374,49.180358,341.5,21.3999996185303,17.5666666030884,0.0500399787902845,0.0500399787902845,89.93311953796966,1,5.0,1,1,2109
155518,8601690,-1.04403,49.180652,339.29998779296903,17.6000003814697,19.83333333333333,0.2112799575805692,-0.2112799575805692,90.13339386242347,1,5.0,1,1,2109
155519,8601690,-1.043879,49.181012,337.29998779296903,21.1000003814697,20.0333334604899,0.1946,0.1946,89.9329610297525,1,5.0,1,1,2109
155520,8601690,-1.043787,49.181361,337.899993896484,16.2000007629395,18.3000005086263,0.2724399787902792,-0.2724399787902792,89.9566010056934,1,5.0,1,1,2109
155521,8601690,-1.043664,49.181658,338.600006103516,17.3999996185303,18.233333587646502,0.06671993637084839,0.06671993637084839,90.1054452912797,1,5.0,1,1,2109
155522,8601690,-1.043438,49.18197,341.100006103516,16.2000007629395,16.600000381469762,0.06671993637084839,-0.06671993637084839,90.05065537745683,1,5.0,0,1,2109
155523,8601690,-1.0431860000000002,49.182155,343.29998779296903,7.800000190734861,13.800000190734885,0.4670400318145779,-0.4670400318145779,90.44239710307876,1,5.0,1,1,2109
155524,8601690,-1.043095,49.182216,344.700012207031,4.5,9.500000317891454,0.18348001060485825,-0.18348001060485825,90.82835627648106,1,5.0,0,1,2109
155525,8601690,-1.04301,49.182231,344.200012207031,5.699999809265139,6.0,0.06671998939514175,0.06671998939514175,90.97071295656632,1,5.0,0,1,2109
155556,8601690,-1.04594,49.181026,394.700012207031,2.29999995231628,2.233333269755043,0.0,0.0,91.3752351608188,2,85.0,1,0,2111
155557,8601690,-1.045874,49.181007,395.600006103516,2.09999990463257,2.233333269755043,0.011120002651214269,-0.011120002651214269,91.0364209633085,2,5.0,1,0,2111
155558,8601690,-1.045145,49.18108400000001,381.0,2.29999995231628,2.233333269755043,0.0006950001657008918,0.0006950001657008918,90.73071747265058,2,80.0,1,0,2111
156070,8601690,-1.107099,49.322823,142.699996948242,13.0,11.833333333333332,0.08896002120971529,0.08896002120971529,266.25985498842994,1,5.0,1,1,2119
156071,8601690,-1.107442,49.322938,139.300003051758,12.8999996185303,12.4333330790202,0.005560021209715328,-0.005560021209715328,266.2508441222274,1,5.0,1,1,2119
156072,8601690,-1.107765,49.323075,138.300003051758,12.0,12.633333206176767,0.050039978790284684,-0.050039978790284684,266.25279593245085,1,5.0,1,1,2119
156073,8601690,-1.108093,49.323213,141.199996948242,11.8000001907349,12.233333269755066,0.011119989395139562,-0.011119989395139562,266.2428150772134,1,5.0,1,1,2119
156074,8601690,-1.108421,49.323345,148.300003051758,11.3999996185303,11.733333269755066,0.022240031814575727,-0.022240031814575727,266.2287505490411,1,5.0,1,1,2119
156075,8601690,-1.108708,49.323449,152.899993896484,10.8999996185303,11.366666475931833,0.027800000000000047,-0.027800000000000047,266.20247520957315,1,5.0,1,1,2119
156076,8601690,-1.10899,49.32356,154.5,10.8999996185303,11.066666285196968,0.0,0.0,266.19745705689274,1,5.0,1,1,2119
156077,8601690,-1.109278,49.323668,153.5,11.1000003814697,10.9666665395101,0.011120042419430655,0.011120042419430655,266.18680243708246,1,5.0,1,1,2119
156078,8601690,-1.109565,49.323789,153.800003051758,10.5,10.833333333333332,0.03336002120971528,-0.03336002120971528,266.18499969963,1,5.0,1,1,2119
156079,8601690,-1.109792,49.323907,154.5,7.900000095367429,9.833333492279044,0.144559994697571,-0.144559994697571,266.1740168137472,1,5.0,1,1,2119
