,Unnamed: 0,sampno,longitude,latitude,altitude,speed,smooth,acceleration1000,acceleration,angle,moyenT,difTempsSec,StoopMoove,StopMoove1,Id,Id1
0,65,8507392,2.078366,48.992353,241.399993896484,12.1999998092651,13.600000063578264,0.07784003181457573,-0.07784003181457573,186.27547206823934,1,5.0,1,1,1,0
1,66,8507392,2.078768,48.992389,240.699996948242,13.3000001907349,13.0333334604899,0.06116002120972092,0.06116002120972092,186.2870398320913,1,5.0,1,1,1,0
2,67,8507392,2.079054,48.992354,245.199996948242,10.5,12.0,0.15568001060486045,-0.15568001060486045,186.2993912096116,1,5.0,1,1,1,0
3,80,8507392,2.079334,48.992409,277.399993896484,6.0,3.5999999841054287,0.1834799973487852,0.1834799973487852,186.32219833707074,1,5.0,1,1,4,1
4,81,8507392,2.079055,48.992399,281.100006103516,6.0,4.900000015894573,0.0,0.0,186.31530713508218,1,15.0,1,1,4,1
5,82,8507392,2.078807,48.992552,278.70001220703097,12.8999996185303,8.299999872843433,0.3836399787902847,0.3836399787902847,186.30419301789647,1,5.0,1,1,4,1
6,83,8507392,2.0785400000000003,48.99283300000001,277.0,17.5,12.133333206176767,0.2557600212097153,0.2557600212097153,186.29008267450274,1,5.0,1,1,4,1
7,84,8507392,2.078259,48.993127,273.70001220703097,15.8999996185303,15.4333330790202,0.0889600212097152,-0.0889600212097152,186.27395975292404,1,5.0,1,1,4,1
8,85,8507392,2.0779970000000003,48.993404999999996,273.399993896484,15.5,16.299999872843433,0.02223997879028481,-0.02223997879028481,186.25759473746209,1,5.0,1,1,4,1
9,86,8507392,2.077754,48.993623,274.70001220703097,9.80000019073486,13.733333269755054,0.31691998939514177,-0.31691998939514177,186.2430757032401,1,5.0,1,1,4,1
10,222,8507392,2.077993,48.992349,246.100006103516,15.8999996185303,17.4666665395101,0.13899999999999987,-0.13899999999999987,186.26147704355458,1,5.0,1,1,7,2
11,223,8507392,2.078411,48.992367,245.100006103516,13.0,15.766666412353532,0.1612399787902848,-0.1612399787902848,186.2763223549732,1,5.0,1,1,7,2
12,224,8507392,2.0787720000000003,48.992383000000004,244.699996948242,13.1000003814697,14.0,0.0055600212097153285,0.0055600212097153285,186.2883684710257,1,5.0,1,1,7,2
13,225,8507392,2.079144,48.9924,242.800003051758,10.1999998092651,12.100000063578264,0.16124003181457575,-0.16124003181457575,186.29870827586132,1,5.0,1,1,7,2
14,226,8507392,2.079375,48.992428000000004,240.699996948242,6.099999904632571,9.80000003178912,0.22795999469756864,-0.22795999469756864,186.3091629185999,1,5.0,0,1,7,2
15,227,8507392,2.0795369999999997,48.992451,238.5,4.8000001907348615,7.033333301544178,0.07227998409271262,-0.07227998409271262,186.31538703716086,1,5.0,0,1,7,2
16,228,8507392,2.079725,48.992481,237.899993896484,5.400000095367429,5.433333396911621,0.03335999469757076,0.03335999469757076,186.3194619526364,1,5.0,0,1,7,2
17,229,8507392,2.079919,48.992496,237.5,7.199999809265139,5.800000031789143,0.10007998409271272,0.10007998409271272,186.32452916767244,1,5.0,0,1,7,2
18,230,8507392,2.0801119999999997,48.992523,237.899993896484,5.800000190734861,6.133333365122478,0.07783997879028352,-0.07783997879028352,186.32969321767658,1,5.0,0,1,7,2
19,231,8507392,2.080204,48.992464,238.300003051758,4.19999980926514,5.733333269755048,0.0889600212097165,-0.0889600212097165,186.33631509212432,1,5.0,0,1,7,2
20,232,8507392,2.080298,48.992378,238.899993896484,3.5999999046325697,4.53333330154419,0.033359994697570894,-0.033359994697570894,186.34122282004668,1,5.0,1,1,7,2
21,240,8507392,2.080485,48.992534,264.100006103516,5.800000190734861,3.5333333810170497,0.1779200159072874,0.1779200159072874,186.3504608061594,1,5.0,1,1,9,3
22,241,8507392,2.080351,48.992511,265.20001220703097,5.5,4.633333365122477,0.008340005302429131,-0.008340005302429131,186.34650289865863,1,10.0,0,1,9,3
23,242,8507392,2.0800970000000003,48.992489,266.899993896484,7.800000190734861,6.3666667938232395,0.12788001060485826,0.12788001060485826,186.34311713015117,1,5.0,0,1,9,3
24,243,8507392,2.07976,48.992470000000004,267.899993896484,11.3000001907349,8.200000127156589,0.19460000000000227,0.19460000000000227,186.3360740612857,1,5.0,0,1,9,3
25,244,8507392,2.079339,48.99241,269.0,9.80000019073486,9.633333524068206,0.08340000000000228,-0.08340000000000228,186.3272816386903,1,5.0,1,1,9,3
26,245,8507392,2.079037,48.992382,271.899993896484,7.199999809265139,9.433333396911634,0.14456002120971645,-0.14456002120971645,186.3157642925994,1,5.0,1,1,9,3
27,246,8507392,2.078823,48.992512,273.899993896484,12.5,9.833333333333332,0.2946800106048583,0.2946800106048583,186.30456007229736,1,5.0,1,1,9,3
28,247,8507392,2.078589,48.99273400000001,275.600006103516,14.8000001907349,11.500000000000007,0.12788001060486048,0.12788001060486048,186.29278784959183,1,5.0,1,1,9,3
29,3433,7312385,2.455994,48.849216999999996,288.600006103516,4.40000009536743,3.1666667461395264,0.08339999999999999,0.08339999999999999,201.1557307400737,3,5.0,1,1,21,4
30,3435,7312385,2.455652,48.849204,268.70001220703097,5.3000001907348615,4.166666746139524,0.027800002651214628,0.027800002651214628,201.1626943099923,3,25.0,0,1,23,5
31,3436,7312385,2.455451,48.849069,268.399993896484,11.1999998092651,6.433333317438747,0.3280399787902813,0.3280399787902813,201.14681203065084,3,5.0,0,1,23,5
32,3437,7312385,2.455129,48.84879,267.79998779296903,18.1000003814697,11.533333460489885,0.3836400318145759,0.3836400318145759,201.1381621953268,3,5.0,0,1,23,5
33,3438,7312385,2.454552,48.848707,269.100006103516,20.1000003814697,16.4666668574015,0.1112,0.1112,201.14468490427737,3,5.0,1,1,23,5
34,3508,7312385,2.436937,48.844752,359.299987792969,3.9000000953674303,3.0333333810170497,0.0222400008837381,0.0222400008837381,200.72001410972686,3,15.0,0,0,25,6
35,3538,7312385,2.425532,48.846564,291.5,17.6000003814697,20.166666666666664,0.3002399787902846,-0.3002399787902846,200.3763528991725,3,5.0,1,1,27,7
36,3539,7312385,2.425125,48.846638,291.29998779296903,9.39999961853027,16.666666666666654,0.4559200424194324,-0.4559200424194324,200.3538461337788,3,5.0,1,1,27,7
37,3540,7312385,2.42489,48.846646,291.20001220703097,4.19999980926514,10.399999936421704,0.2891199893951413,-0.2891199893951413,200.33738829643028,3,5.0,1,1,27,7
38,3542,7312385,2.424583,48.846665,295.20001220703097,12.3999996185303,6.2999997933705725,0.5615599814414997,0.5615599814414997,200.33169189411228,3,5.0,1,1,29,8
39,3543,7312385,2.424194,48.846853,305.0,17.7000007629395,10.800000111262024,0.29468006362915145,0.29468006362915145,200.3285309229319,3,5.0,1,1,29,8
40,3544,7312385,2.423559,48.846681,306.20001220703097,20.6000003814697,16.900000254313163,0.16123997879027935,0.16123997879027935,200.29737305415347,3,5.0,1,1,29,8
41,3545,7312385,2.423013,48.846753,305.29998779296903,13.5,17.266667048136398,0.3947600212097155,-0.3947600212097155,200.29367185826717,3,5.0,1,1,29,8
42,3795,7312385,2.436334,48.844729,224.100006103516,4.0,3.6000000635782863,0.01111999933719636,0.01111999933719636,200.71591874731564,3,40.0,1,1,34,9
43,3796,7312385,2.43673,48.844837,256.0,4.099999904632569,3.4999999999999987,0.005559994697570847,0.005559994697570847,200.7154281415396,3,5.0,0,1,34,9
44,3797,7312385,2.4365740000000002,48.844848,274.899993896484,3.4000000953674303,3.833333333333333,0.004864998674392715,-0.004864998674392715,200.71977667217755,3,40.0,0,0,34,9
45,3844,7312385,2.451561,48.846641999999996,338.79998779296903,3.70000004768372,6.000000079472862,0.3280400185585022,-0.3280400185585022,201.10846511748832,3,5.0,1,1,37,10
46,3845,7312385,2.451654,48.846773999999996,341.600006103516,7.5,6.933333476384482,0.030182856764112163,0.030182856764112163,201.1068191484261,3,35.0,1,1,37,10
47,3976,7312385,2.455454,48.849125,377.100006103516,11.3999996185303,5.866666555404673,0.04397454328537,0.04397454328537,201.1400724598012,3,55.0,0,1,40,11
48,4049,7312385,2.436793,48.844894000000004,322.20001220703097,3.4000000953674303,2.7666666507720934,0.06116000795364397,0.06116000795364397,200.7176217012468,3,5.0,0,0,42,12
49,4083,7312385,2.425218,48.84583,371.399993896484,12.5,17.033333460489928,0.2168399787902846,-0.2168399787902846,200.3745766122549,3,5.0,1,1,44,13
50,4084,7312385,2.424922,48.845859000000004,370.899993896484,3.70000004768372,10.866666555404672,0.4892799973487853,-0.4892799973487853,200.3620146087402,3,5.0,1,1,44,13
51,4085,7312385,2.424293,48.845987,380.5,5.699999809265139,7.299999952316287,0.013899998342990863,0.013899998342990863,200.35688419550044,3,40.0,0,1,44,13
52,4086,7312385,2.4240939999999997,48.846037,382.700012207031,8.0,5.799999952316287,0.12788001060485826,0.12788001060485826,200.33207152359643,3,5.0,0,1,44,13
53,4087,7312385,2.423893,48.845996,385.799987792969,5.0,6.233333269755048,0.1668,-0.1668,200.3211853699533,3,5.0,1,1,44,13
54,4088,7312385,2.423664,48.846003,383.700012207031,11.1999998092651,8.066666603088366,0.3447199893951396,0.3447199893951396,200.318465667573,3,5.0,1,1,44,13
55,4150,7312385,2.4366220000000003,48.844664,394.600006103516,18.7999992370605,23.033332824707003,0.3892000000000001,-0.3892000000000001,200.69717868517898,3,5.0,0,1,47,14
56,4151,7312385,2.437055,48.844683,382.700012207031,6.800000190734861,17.133332888285285,0.6671999469757056,-0.6671999469757056,200.72151364930585,3,5.0,0,1,47,14
57,4188,7312385,2.4522459999999997,48.847403,312.100006103516,5.3000001907348615,8.200000127156589,0.10193333333333406,-0.10193333333333406,201.10187802919503,3,15.0,1,1,50,15
58,4189,7312385,2.452265,48.847566,312.20001220703097,9.5,8.53333346048992,0.038919998232523616,0.038919998232523616,201.10819731136016,3,30.0,1,1,50,15
59,4190,7312385,2.4526529999999998,48.847662,319.20001220703097,16.3999996185303,10.399999936421716,0.3836399787902847,0.3836399787902847,201.1015409225012,3,5.0,1,1,50,15
60,4191,7312385,2.453131,48.84786500000001,325.399993896484,18.2999992370605,14.733332951863598,0.10563997879027927,0.10563997879027927,201.11499265675064,3,5.0,1,1,50,15
61,4192,7312385,2.453639,48.848053,334.20001220703097,18.1000003814697,17.599999745686837,0.01111993637084847,-0.01111993637084847,201.1228685813556,3,5.0,1,1,50,15
62,5813,8519171,2.439841,48.87187,571.0,3.79999995231628,6.29999995231627,0.02594666401545202,0.02594666401545202,200.11043922806653,3,15.0,0,0,67,16
63,5814,8519171,2.439918,48.871817,565.5,3.0999999046325697,3.099999984105427,0.03892000265121432,-0.03892000265121432,200.10885158150955,3,5.0,0,0,67,16
64,5815,8519171,2.44005,48.87182,564.4000244140619,3.5,3.4666666189829503,0.02224000530242913,0.02224000530242913,200.11419586006372,3,5.0,1,1,67,16
65,5816,8519171,2.440139,48.871821000000004,561.5,3.79999995231628,3.4666666189829503,0.01667999734878518,0.01667999734878518,200.11788380398136,3,5.0,1,1,67,16
66,5817,8519171,2.4402369999999998,48.871825,558.0999755859381,4.30000019073486,3.86666671435038,0.027800013256073043,0.027800013256073043,200.12053266726585,3,5.0,0,1,67,16
67,5820,8519171,2.4405799999999997,48.87184,545.5,3.0999999046325697,2.7333332697550468,0.05559999999999998,0.05559999999999998,200.1291163844137,3,5.0,0,0,69,17
68,5931,8519171,2.426361,48.872265999999996,470.399993896484,9.80000019073486,10.300000349680595,0.3280400053024292,0.3280400053024292,199.71327669157267,1,5.0,1,1,73,18
69,5932,8519171,2.425922,48.872246999999994,475.5,15.1999998092651,9.633333365122462,0.3002399787902813,0.3002399787902813,199.70884708483948,1,5.0,1,1,73,18
70,5933,8519171,2.4255,48.872295,478.899993896484,12.6999998092651,12.566666603088352,0.13899999999999996,-0.13899999999999996,199.6985995161177,1,5.0,1,1,73,18
71,5934,8519171,2.425136,48.872339000000004,482.0,8.10000038146973,11.999999999999973,0.2557599681854225,-0.2557599681854225,199.6850032997192,1,5.0,1,1,73,18
72,5936,8519171,2.4249,48.872351,485.399993896484,3.29999995231628,4.800000111262003,0.0033359994697570363,0.0033359994697570363,199.66638685583507,1,25.0,1,1,75,19
73,6414,8519171,2.436403,48.858629,361.200012207031,7.0,5.4333333174387635,0.05337599946975704,0.05337599946975704,200.3472378519629,1,25.0,1,1,80,20
74,6415,8519171,2.436314,48.8584,361.799987792969,8.5,5.900000015894573,0.08340000000000006,0.08340000000000006,200.34365070885625,1,5.0,1,1,80,20
75,6416,8519171,2.436245,48.858391,357.399993896484,4.19999980926514,6.56666660308838,0.2390800106048583,-0.2390800106048583,200.35511483134587,1,5.0,0,1,80,20
76,6417,8519171,2.43613,48.858432,355.100006103516,4.40000009536743,5.699999968210857,0.011120015907287327,0.011120015907287327,200.35519699744668,1,5.0,0,1,80,20
77,6453,8519171,2.435174,48.858298,417.600006103516,3.5999999046325697,2.63333328564962,0.0417,0.0417,200.31792195902904,1,10.0,1,1,83,21
78,6454,8519171,2.4353860000000003,48.858356,407.299987792969,3.9000000953674303,3.1999999682108564,0.016680010604858218,0.016680010604858218,200.3272279756494,1,5.0,1,1,83,21
79,6455,8519171,2.435523,48.858377000000004,409.399993896484,3.5999999046325697,3.6999999682108564,0.016680010604858218,-0.016680010604858218,200.330500246773,1,5.0,1,1,83,21
80,6456,8519171,2.4356459999999998,48.858338,391.700012207031,3.5999999046325697,3.6999999682108564,0.0,0.0,200.3317097701564,1,5.0,1,1,83,21
81,6458,8519171,2.435849,48.858263,380.600006103516,3.4000000953674303,3.2333333492279066,0.03892000265121432,0.03892000265121432,200.3399127779884,1,5.0,0,0,85,22
82,6459,8519171,2.43595,48.858255,376.299987792969,3.20000004768372,3.10000006357829,0.011120002651214312,-0.011120002651214312,200.34523583953342,1,5.0,0,0,85,22
83,6460,8519171,2.436029,48.858236,380.200012207031,3.20000004768372,3.266666730244957,0.0,0.0,200.3479589655775,1,5.0,0,0,85,22
84,7326,8519171,2.441552,48.862326,360.100006103516,3.5,5.3666666348775225,0.17791998939514175,-0.17791998939514175,200.412946193748,3,5.0,1,1,97,23
