,sampno,speed,acceleration,angle,smooth,Id1,longitude,latitude,difTempsSec,moyenT,altitude,StoopMoove,StopMoove1,DebFin
988,6508065,3.29999995231628,-0.5059599814414997,195.05864742711756,7.7999997933705725,235,2.259881,48.865451,5.0,1,246.800003051758,1,1,0
989,6508065,9.60000038146973,0.36696002120971705,194.9213133923544,8.766666730244943,236,2.271674,48.883822,5.0,1,274.5,1,1,1
990,6508065,10.3999996185303,0.04447995758056776,194.916266667626,7.666666666666676,236,2.271292,48.883948,5.0,1,270.899993896484,1,1,0
991,6508065,8.0,0.14456000132560742,194.89259220527316,7.066666523615526,237,2.271011,48.883906,10.0,1,271.0,1,1,0
992,6508065,13.6000003814697,0.3113600212097153,194.89050110368453,8.133333444595326,237,2.270849,48.88368,5.0,1,270.600006103516,1,1,0
993,6508065,5.0,-0.4781600212097154,194.89261235554886,8.866666793823233,237,2.270766,48.883526,5.0,1,270.29998779296903,1,1,0
994,6508065,8.39999961853027,0.04169999558130899,194.85119889838256,11.266666571299233,238,2.269809,48.884233,30.0,1,239.199996948242,1,1,0
995,6508065,12.6000003814697,0.2335200424194323,194.85125982987825,8.300000031789134,238,2.2697830000000003,48.884371,5.0,1,239.800003051758,1,1,0
996,6508065,19.3999996185303,0.3780799575805693,194.84900247941857,13.46666653951009,238,2.2700720000000003,48.884692,5.0,1,239.699996948242,1,1,0
997,6508065,8.80000019073486,-0.5893599681854264,194.84959814753392,13.600000063578285,238,2.270352,48.885071,5.0,1,238.800003051758,1,1,0
998,6508065,12.1999998092651,0.18903997879028134,194.84521225264209,13.466666539510086,238,2.270266,48.885233,5.0,1,239.0,1,1,0
999,6508065,20.1000003814697,0.4392400318145759,194.83920071527302,13.700000127156553,238,2.269869,48.885462,5.0,1,239.600006103516,1,1,0
1000,6508065,18.7000007629395,-0.07783997879027922,194.82221070452454,17.000000317891434,238,2.269374,48.88574600000001,5.0,1,240.199996948242,1,1,0
1001,6508065,7.599999904632571,-0.6171600477218653,194.79877374540592,15.46666701634726,238,2.269003,48.885897,5.0,1,242.399993896484,1,1,0
1002,6508065,19.6000003814697,0.6672000265121445,194.78520459128362,15.300000349680591,238,2.269217,48.886157,5.0,1,243.699996948242,0,1,0
1003,6508065,18.0,0.08451200424194306,194.7014123950133,14.833333333333332,239,2.270434,48.890789,25.0,1,241.800003051758,0,1,1
1004,6508065,25.0,0.3892000000000001,194.69238168575873,17.799999872843433,239,2.269874,48.89053,5.0,1,241.600006103516,1,1,1
1005,6508065,26.7000007629395,0.09452004241943612,194.6825156259299,23.2333335876465,239,2.269169,48.890235,5.0,1,241.800003051758,1,1,0
1006,6508065,21.7999992370605,-0.2724400848388724,194.6699879854397,24.5,239,2.268527,48.889964,5.0,1,242.5,1,1,0
1007,6508065,13.1999998092651,-0.4781599681854243,194.65849274521872,20.56666660308836,239,2.268005,48.8897,5.0,1,241.300003051758,1,1,0
1008,6508065,14.3000001907349,0.06116002120972092,194.65156915063682,16.433333079020166,239,2.267737,48.889566,5.0,1,240.600006103516,1,1,0
1009,6508065,11.0,-0.1834800106048605,194.6469444168911,12.833333333333332,239,2.267375,48.889398,5.0,1,237.800003051758,0,1,0
1010,6508065,4.099999904632569,-0.3836400053024292,194.64129773096667,9.800000031789157,239,2.267174,48.889276,5.0,1,231.399993896484,1,1,0
1011,6508065,8.60000038146973,-0.02938856991359193,194.92854155723546,14.366667111714705,240,2.272379,48.883698,35.0,1,300.5,1,1,1
